"sex","agegr","edu","socprof","marital","depress","trust","trustfam","trustneigh","income"
"MALE","35-44","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"FEMALE","60-64","SECONDARY","RETIRED","DIVORCED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2500
"FEMALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"MALE","65+","SECONDARY","LONG-TERM SICK/DISABLED","WIDOWED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1509
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES",500
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"FEMALE","16-24","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES",3000
"FEMALE","16-24","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",-8
"FEMALE","45-59","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO",600
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"FEMALE","35-44","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",-8
"MALE","35-44","SECONDARY","EMPLOYED IN PUBLIC SECTOR","DIVORCED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO",6500
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",800
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",4,"ONE CAN`T BE TOO CAREFUL","NO","NO",NA
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",1600
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",3000
"MALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1500
"FEMALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"FEMALE","45-59","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",2000
"MALE","65+","SECONDARY","RETIRED","MARRIED",9,"MOST PEOPLE CAN BE TRUSTED","NO","NO",1000
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",3300
"FEMALE","45-59","SECONDARY","UNEMPLOYED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",600
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"MALE","45-59","SECONDARY","SELF-EMPLOYED","MARRIED",8,"IT`S DIFFICULT TO TELL","NO","NO OPINION",2500
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2000
"FEMALE","45-59","SECONDARY","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",1290
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",NA
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,NA,"YES","YES",1100
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",7,"MOST PEOPLE CAN BE TRUSTED","NO","NO",1500
"FEMALE","60-64","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","SINGLE",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",900
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",1850
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"FEMALE","35-44","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","DIVORCED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",900
"MALE","25-34","VOCATIONAL/GRAMMAR","FARMER","MARRIED",1,"IT`S DIFFICULT TO TELL","YES","YES",1000
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES",800
"FEMALE","35-44","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",300
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1428
"MALE","45-59","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",1100
"MALE","45-59","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","DIVORCED",13,NA,"YES","YES",700
"FEMALE","25-34","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1050
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO",3000
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",720
"FEMALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","WIDOWED",2,"MOST PEOPLE CAN BE TRUSTED","NO","NO",2500
"FEMALE","35-44","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","65+","SECONDARY","RETIRED","WIDOWED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1450
"MALE","45-59","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",5000
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",-8
"MALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",2,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",2500
"FEMALE","65+","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","WIDOWED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","35-44","SECONDARY","EMPLOYED IN PUBLIC SECTOR","WIDOWED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2000
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","25-34","VOCATIONAL/GRAMMAR","FARMER","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","35-44","PRIMARY/NO EDUCATION","UNEMPLOYED","SINGLE",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"MALE","35-44","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","SINGLE",1,"IT`S DIFFICULT TO TELL","YES","YES",750
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",-8
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1500
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",4,"IT`S DIFFICULT TO TELL","YES","YES",-8
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1200
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",3500
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1600
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",8,"ONE CAN`T BE TOO CAREFUL","NO","YES",1000
"FEMALE","45-59","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","25-34","SECONDARY","FARMER","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","WIDOWED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1100
"FEMALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","16-24","SECONDARY","UNEMPLOYED","SINGLE",5,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",-8
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"MALE","35-44","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1100
"MALE","25-34","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",2100
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",1600
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","45-59","SECONDARY","UNEMPLOYED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",2600
"MALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","60-64","SECONDARY","LONG-TERM SICK/DISABLED","WIDOWED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",5000
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","SINGLE",13,"ONE CAN`T BE TOO CAREFUL","YES","NO",1222
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"IT`S DIFFICULT TO TELL","NO","NO",1400
"MALE","65+","SECONDARY","RETIRED","SINGLE",3,"IT`S DIFFICULT TO TELL","YES","NO OPINION",-8
"FEMALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","45-59","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","25-34","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","SINGLE",4,"IT`S DIFFICULT TO TELL","YES","YES",1200
"MALE","16-24","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","25-34","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","MARRIED",0,"IT`S DIFFICULT TO TELL","YES","NO OPINION",1150
"MALE","65+","SECONDARY","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",2400
"MALE","65+","POST-SECONDARY OR HIGHER","RETIRED","WIDOWED",0,"IT`S DIFFICULT TO TELL","NO","NO",-8
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2000
"MALE","45-59","SECONDARY","SELF-EMPLOYED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","25-34","POST-SECONDARY OR HIGHER","UNEMPLOYED","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",4,"IT`S DIFFICULT TO TELL","YES","YES",1200
"MALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO",1100
"MALE","65+","SECONDARY","RETIRED","DE FACTO SEPARATED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1400
"MALE","35-44","VOCATIONAL/GRAMMAR","FARMER","MARRIED",4,"IT`S DIFFICULT TO TELL","YES","YES",-8
"FEMALE","65+","SECONDARY","RETIRED","WIDOWED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",1,"IT`S DIFFICULT TO TELL","YES","NO OPINION",NA
"FEMALE","45-59","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO",1500
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",2,"IT`S DIFFICULT TO TELL","YES","NO OPINION",2800
"MALE","45-59","POST-SECONDARY OR HIGHER","SELF-EMPLOYED","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",7500
"MALE","25-34","SECONDARY","UNEMPLOYED",NA,0,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",10,"MOST PEOPLE CAN BE TRUSTED",NA,"YES",NA
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",2700
"MALE","45-59","SECONDARY","SELF-EMPLOYED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","65+","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","WIDOWED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1400
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",2500
"FEMALE","25-34","SECONDARY","LONG-TERM SICK/DISABLED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",5000
"MALE","35-44","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",2006
"MALE","60-64","SECONDARY","LONG-TERM SICK/DISABLED","MARRIED",5,NA,"YES","YES",1400
"MALE","25-34","VOCATIONAL/GRAMMAR","FARMER","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",900
"MALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",4,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",1300
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO",2000
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO",-8
"MALE","16-24","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","35-44","SECONDARY","UNEMPLOYED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",660
"MALE","25-34","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","LEGALLY SEPARATED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1300
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1043
"MALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000
"MALE","45-59","SECONDARY","PUPIL OR STUDENT","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",2200
"MALE","45-59","SECONDARY","FARMER","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","45-59","SECONDARY","FARMER","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1600
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",15,"ONE CAN`T BE TOO CAREFUL","YES","YES",700
"FEMALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",1500
"MALE","60-64","SECONDARY","FARMER","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",4100
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1500
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","45-59","PRIMARY/NO EDUCATION","SELF-EMPLOYED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO",4400
"MALE","16-24","PRIMARY/NO EDUCATION","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",-8
"MALE","65+","SECONDARY","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1100
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",1700
"FEMALE","35-44","PRIMARY/NO EDUCATION","UNEMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","45-59","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","NO","NO",720
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1050
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2000
"FEMALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",700
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",2000
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",16,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1900
"MALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","35-44","SECONDARY","SELF-EMPLOYED","MARRIED",0,NA,"YES","NO OPINION",-8
"MALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"MALE","16-24","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",-8
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",10,"MOST PEOPLE CAN BE TRUSTED","YES","YES",850
"MALE","16-24","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",4800
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",7,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1300
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",-8
"MALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"FEMALE","35-44","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",NA
"FEMALE","45-59","PRIMARY/NO EDUCATION","RETIRED","MARRIED",2,"IT`S DIFFICULT TO TELL","YES","YES",1110
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1700
"FEMALE","35-44","SECONDARY","RETIRED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1100
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"FEMALE","65+","SECONDARY","RETIRED","WIDOWED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",820
"FEMALE","45-59","POST-SECONDARY OR HIGHER","FARMER","DIVORCED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",800
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1700
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",9,"MOST PEOPLE CAN BE TRUSTED","YES","NO",1200
"FEMALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1150
"FEMALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES",-8
"FEMALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","WIDOWED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1297
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",700
"MALE","45-59","PRIMARY/NO EDUCATION","SELF-EMPLOYED","SINGLE",8,"IT`S DIFFICULT TO TELL","YES","YES",1800
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",710
"FEMALE","35-44","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","NO","NO",NA
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
